sma,lma,signals
128.7859999999999,128.14999999999998,
128.79599999999988,128.2575,
128.6539999999999,128.42699999999996,
128.25599999999991,128.5255,
128.3179999999999,128.63049999999998,
128.6099999999999,128.74349999999998,
128.5099999999999,128.66649999999998,
128.3579999999999,128.53749999999997,
128.4879999999999,128.46099999999996,
128.6319999999999,128.55549999999997,
128.9259999999999,128.63299999999998,
129.0639999999999,128.71649999999997,
129.1799999999999,128.7805,
128.99599999999987,128.754,
128.77399999999986,128.6945,
128.23399999999987,128.63899999999998,
128.17199999999985,128.6355,
128.38399999999987,128.644,
128.81999999999988,128.64000000000001,
129.65799999999987,128.84550000000002,
130.80599999999987,129.14400000000003,
131.54999999999987,129.324,
131.73599999999985,129.41450000000003,
131.67399999999984,129.49450000000002,
131.51799999999986,129.64550000000003,
131.05999999999986,129.75650000000002,
130.50199999999987,129.82200000000003,
129.72799999999987,129.75700000000003,
127.78999999999988,129.32000000000002,
125.68199999999987,128.90800000000004,
123.91399999999987,128.50350000000003,
122.85799999999988,128.27050000000003,
122.05999999999987,127.977,
122.21999999999987,127.626,
121.87399999999987,127.18299999999999,
120.45999999999988,126.55999999999999,
119.05599999999988,125.99149999999997,
117.68799999999987,125.30299999999997,
117.08599999999987,124.69249999999997,
116.68599999999988,123.93999999999997,
118.02399999999986,123.36449999999995,
118.87799999999986,122.82349999999994,
119.77799999999986,122.31349999999995,
120.29599999999986,121.84799999999996,
120.97399999999986,121.30399999999995,
120.79399999999987,120.79799999999996,
120.18399999999986,120.24399999999996,
119.03599999999986,119.64049999999995,
118.03999999999985,119.41049999999996,
117.44399999999985,119.24449999999995,
116.73199999999986,119.00249999999994,
116.63799999999988,118.68899999999994,
117.39999999999986,118.47549999999994,
118.25599999999989,118.41949999999993,
118.32399999999988,118.35699999999993,
118.9239999999999,118.61849999999993,
119.37599999999989,118.76899999999993,
119.70799999999988,118.98049999999994,
119.74599999999987,119.08449999999993,
120.03999999999988,119.19549999999992,
119.79599999999986,119.06149999999994,
119.56199999999986,118.93999999999994,
118.92799999999984,118.76799999999994,
118.40799999999983,118.61249999999993,
118.16199999999984,118.49249999999995,
117.72799999999981,118.29499999999996,
117.18999999999983,118.19149999999995,
116.71999999999983,118.18899999999996,
116.63799999999983,118.26199999999997,
116.77399999999984,118.32499999999997,
117.52399999999984,118.49299999999998,
118.93599999999984,118.76599999999999,
120.90599999999984,119.0655,
122.40399999999984,119.299,
123.88399999999983,119.715,
125.07399999999984,120.0305,
126.05999999999986,120.43700000000001,
126.65399999999985,120.80199999999999,
127.36799999999985,121.20450000000001,
127.65999999999983,121.62000000000003,
127.74399999999983,122.01750000000001,
127.86199999999982,122.51200000000001,
128.16199999999984,123.1105,
128.87399999999985,123.821,
129.91999999999985,124.5595,
130.94799999999987,125.32249999999999,
131.35799999999986,126.054,
131.54799999999983,126.8175,
131.89799999999985,127.636,
131.50999999999985,128.24349999999998,
131.26999999999984,128.759,
131.48599999999982,129.1915,
131.78999999999982,129.5385,
131.98399999999984,130.031,
132.64399999999983,130.43349999999998,
133.28599999999983,130.81199999999998,
133.68399999999983,131.0975,
134.08599999999984,131.3965,
133.93399999999983,131.67249999999999,
133.87399999999985,131.987,
133.74199999999982,132.3115,
133.67599999999985,132.551,
134.12999999999982,132.8885,
134.51399999999984,133.0825,
134.83399999999986,133.2155,
135.40999999999985,133.427,
135.77399999999983,133.655,
136.03399999999982,134.01,
136.31399999999982,134.1865,
136.6599999999998,134.503,
136.8619999999998,134.825,
137.2139999999998,135.08700000000002,
137.27399999999983,135.381,
137.56999999999982,135.583,
137.89399999999983,135.8155,
138.32999999999984,136.08599999999998,
138.73399999999984,136.34949999999998,
139.13399999999984,136.64299999999997,
139.48399999999984,136.97049999999996,
139.69399999999985,137.27049999999997,
139.76199999999983,137.59099999999995,
139.59999999999982,137.83049999999997,
139.5739999999998,138.00399999999996,
139.4819999999998,138.21249999999998,
139.58199999999982,138.45749999999998,
139.65799999999982,138.653,
140.30799999999982,138.964,
140.9199999999998,139.22549999999998,
141.4959999999998,139.50799999999998,
141.8379999999998,139.752,
142.2299999999998,139.995,
142.2239999999998,140.2165,
142.0639999999998,140.423,
141.8159999999998,140.5695,
141.5619999999998,140.66900000000004,
141.3139999999998,140.74100000000004,
140.9519999999998,140.77100000000002,
140.4979999999998,140.76400000000004,
140.1419999999998,140.734,
140.2699999999998,140.81300000000002,
140.25399999999982,140.864,
140.72399999999982,141.052,
141.5679999999998,141.2625,
142.42599999999982,141.46999999999997,
143.23599999999982,141.72649999999996,
144.3419999999998,142.03499999999997,
145.19999999999982,142.27499999999995,
145.97999999999985,142.52749999999995,
147.2939999999998,142.91949999999994,
148.69199999999984,143.43999999999994,
149.94999999999982,143.96499999999995,
150.99799999999982,144.46849999999995,
151.62799999999984,144.91849999999994,
151.62599999999983,145.37199999999993,
151.34599999999983,145.8859999999999,
150.88599999999983,146.35799999999992,
150.58399999999983,146.8764999999999,
150.42199999999983,147.39949999999993,
150.43999999999983,147.94649999999993,
150.26599999999985,148.38499999999993,
150.12599999999983,148.82599999999994,
149.03799999999984,148.95499999999993,
148.56199999999984,149.1479999999999,
148.10799999999983,149.3669999999999,
147.71799999999985,149.50549999999993,
147.37599999999983,149.58449999999993,
148.41399999999982,149.75849999999994,
149.27399999999983,149.97149999999993,
150.08799999999982,150.06549999999996,
150.91599999999983,150.06149999999997,
151.59399999999982,149.99549999999994,
151.89199999999983,149.98199999999994,
152.2219999999998,150.11999999999995,
152.52199999999982,150.28949999999995,
152.60799999999983,150.37699999999995,
152.93999999999983,150.50899999999996,
153.57599999999985,150.72999999999996,
152.77999999999983,150.70949999999996,
151.74199999999985,150.61499999999995,
151.31599999999986,150.63949999999994,
150.74199999999985,150.66299999999995,
149.75999999999985,150.91049999999996,
149.96199999999985,151.05949999999996,
150.84799999999987,151.29999999999995,
151.16199999999986,151.50049999999996,
151.89399999999983,151.79249999999996,
152.61399999999986,151.96049999999997,
153.49999999999983,152.11599999999996,
153.64399999999983,152.18899999999996,
153.30999999999986,152.09899999999996,
153.17599999999987,152.18799999999996,
152.70399999999987,152.16349999999994,
151.88599999999988,152.03199999999995,
150.85399999999987,151.77199999999993,
150.80599999999987,151.64849999999996,
149.92199999999988,151.43349999999995,
150.0019999999999,151.26999999999995,
150.50599999999991,151.46349999999995,
151.87399999999988,151.80499999999995,
153.58599999999987,152.21599999999995,
155.6739999999999,152.66649999999996,
157.37999999999988,153.17499999999993,
158.6259999999999,153.62949999999995,
160.1439999999999,154.12899999999996,
161.1919999999999,154.72349999999994,
162.2459999999999,155.25449999999995,
163.13799999999986,155.80599999999995,
164.39199999999988,156.35249999999994,
164.87599999999986,156.93699999999995,
165.16999999999987,157.68849999999995,
166.35199999999986,158.54849999999996,
167.95599999999985,159.61899999999997,
168.60599999999985,160.53249999999997,
169.52199999999988,161.60399999999998,
170.24999999999986,162.54949999999997,
169.87999999999988,163.53799999999995,
169.3139999999999,164.44699999999995,
169.8599999999999,165.37099999999995,
170.1339999999999,166.16899999999995,
170.5199999999999,166.78299999999996,
170.28199999999987,167.18999999999997,
169.97399999999988,167.59549999999996,
169.7279999999999,168.14649999999997,
169.68199999999987,168.55349999999996,
169.44599999999986,168.84649999999996,
169.34799999999987,168.96549999999996,
169.21399999999986,169.11449999999996,
168.61999999999983,169.20349999999996,
168.34799999999984,169.42149999999995,
168.08999999999986,169.57649999999995,
168.25599999999986,169.44149999999993,
168.03799999999984,169.13499999999993,
167.92999999999986,169.03449999999992,
167.61199999999988,168.94399999999993,
167.85399999999987,168.97749999999994,
168.70599999999985,169.14799999999994,
169.84599999999986,169.26799999999994,
170.54199999999986,169.20499999999993,
171.34999999999985,169.24799999999993,
172.00799999999987,169.34949999999995,
171.79799999999986,169.52699999999993,
172.09599999999986,169.79849999999993,
172.54399999999987,169.90899999999993,
172.73599999999985,170.01149999999993,
172.28599999999983,170.05949999999993,
172.4119999999998,170.29299999999995,
171.71199999999982,170.42299999999994,
171.6239999999998,170.65999999999994,
171.4479999999998,170.78649999999996,
171.47799999999978,170.90649999999997,
171.26999999999978,171.04649999999998,
169.84199999999979,170.87399999999997,
168.17999999999978,170.72249999999994,
167.2819999999998,170.70399999999992,
166.8059999999998,170.64449999999994,
166.85999999999981,170.58499999999992,
168.1799999999998,170.45749999999992,
169.3299999999998,170.4194999999999,
169.47799999999978,170.23599999999993,
169.9799999999998,170.1374999999999,
170.2639999999998,170.20149999999992,
170.8699999999998,170.15099999999993,
171.19599999999977,170.08249999999992,
172.05999999999977,170.06699999999992,
172.3219999999998,170.14649999999992,
172.6239999999998,170.25449999999992,
173.0279999999998,170.47999999999993,
173.93199999999982,170.65949999999992,
174.58999999999983,170.85249999999994,
174.99199999999982,171.02499999999992,
175.23999999999984,171.24699999999993,
174.58999999999983,171.66699999999994,
173.7279999999998,172.04649999999995,
172.64199999999983,172.19249999999994,
171.85599999999985,172.28749999999997,
172.43599999999986,172.64099999999996,
174.15599999999986,173.16099999999997,
175.80799999999985,173.66599999999997,
178.21999999999986,174.37799999999996,
179.87799999999987,174.76199999999994,
180.08599999999984,175.09649999999993,
180.14599999999984,175.47999999999996,
180.18399999999983,175.91299999999995,
179.51199999999983,176.24099999999993,
179.41999999999982,176.53649999999993,
179.38999999999984,176.78799999999993,
178.96999999999986,176.96549999999993,
178.50999999999985,177.05749999999992,
178.56799999999984,177.23549999999992,
178.67599999999985,177.45749999999992,
178.66999999999985,177.6454999999999,
179.42799999999983,178.17499999999993,
180.01199999999986,178.62849999999992,
180.64999999999984,179.23749999999993,
181.45599999999985,179.85749999999993,
182.19199999999987,180.08449999999993,
180.84599999999983,179.84749999999994,
180.10799999999983,179.70349999999993,
178.57199999999983,179.32549999999995,
176.25999999999985,178.95299999999992,
174.34199999999984,178.64849999999993,
174.52799999999985,178.44299999999993,
175.11999999999983,178.43749999999991,
175.89999999999984,178.4224999999999,
177.41399999999985,178.4514999999999,
178.23999999999984,178.3609999999999,
178.68799999999987,178.3724999999999,
178.3379999999999,178.3944999999999,
178.5739999999999,178.4239999999999,
178.9299999999999,178.5149999999999,
179.43999999999988,178.5534999999999,
179.35799999999986,178.35499999999988,
179.16999999999987,178.18399999999988,
178.57399999999984,177.90499999999986,
177.60799999999986,177.55299999999986,
177.22999999999988,177.31299999999985,
177.2359999999999,177.45249999999984,
177.03799999999987,177.41649999999987,
177.8819999999999,177.73249999999987,
179.61799999999988,178.39249999999987,
180.95999999999987,178.9674999999999,
182.7459999999999,179.5069999999999,
185.1099999999999,179.9139999999999,
186.39999999999992,180.3574999999999,
187.03399999999993,180.7974999999999,
187.72199999999995,181.3379999999999,
186.22599999999994,181.3914999999999,
184.24799999999996,181.3914999999999,
182.19399999999993,181.26249999999987,
180.58599999999996,181.2114999999999,
179.28999999999996,181.3004999999999,
180.48999999999995,181.67449999999988,
182.68199999999996,182.26949999999988,
184.47199999999995,182.7369999999999,
186.00799999999995,183.31149999999988,
187.74999999999994,183.93049999999988,
187.87199999999996,184.3334999999999,
187.42599999999996,184.8664999999999,
187.49399999999997,185.13999999999987,
188.61599999999993,185.56099999999986,
188.67199999999994,185.85849999999988,
188.00599999999994,185.6484999999999,
187.64399999999995,185.4999999999999,
186.30199999999994,185.11549999999988,
181.99397999999994,184.3009949999999,
179.13397999999992,183.71149499999987,
177.88597999999996,183.56349499999988,
175.45397999999994,183.30149499999987,
175.32197999999994,183.39749499999988,
177.00399999999996,183.4054949999999,
177.27999999999992,183.2089949999999,
177.19999999999993,182.74099499999988,
178.15199999999993,182.16899499999988,
178.0459999999999,181.7909949999999,
178.7119999999999,181.58149499999988,
180.2259999999999,181.32799499999987,
181.3159999999999,181.10199499999987,
181.39799999999988,180.66199499999988,
180.78799999999987,180.1144949999999,
179.4539999999999,179.2909949999999,
178.54799999999992,178.79699499999987,
178.2119999999999,178.65349499999988,
179.2899999999999,178.5734949999999,
180.56999999999988,178.6814949999999,
182.2919999999999,179.3654999999999,
183.16399999999987,179.8044999999999,
183.5839999999999,180.07799999999992,
183.6799999999999,180.6299999999999,
183.98399999999987,180.84699999999992,
183.95599999999985,181.1034999999999,
181.51599999999985,180.8634999999999,
178.76999999999987,180.4704999999999,
175.80999999999986,180.0444999999999,
172.01599999999982,179.3394999999999,
166.8759999999998,178.1444999999999,
164.37599999999983,176.9009999999999,
161.18399999999986,175.43749999999991,
