Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-11-30,120.32,121.79,117.95,118.42,30188922.0,0.0,1.0,120.32,121.79,117.95,118.42,30188922.0
2016-12-01,118.38,118.45,114.0,115.1,43276994.0,0.0,1.0,118.38,118.45,114.0,115.1,43276994.0
2016-12-02,115.11,116.48,114.3,115.4,25070364.0,0.0,1.0,115.11,116.48,114.3,115.4,25070364.0
2016-12-05,115.95,117.57,115.07,117.43,20201528.0,0.0,1.0,115.95,117.57,115.07,117.43,20201528.0
2016-12-06,117.69,117.795,116.33,117.31,19131202.0,0.0,1.0,117.69,117.795,116.33,117.31,19131202.0
2016-12-07,117.0,117.95,116.57,117.95,21913658.0,0.0,1.0,117.0,117.95,116.57,117.95,21913658.0
2016-12-08,117.98,119.5,117.64,118.91,22442756.0,0.0,1.0,117.98,119.5,117.64,118.91,22442756.0
2016-12-09,119.22,119.94,118.95,119.68,17464736.0,0.0,1.0,119.22,119.94,118.95,119.68,17464736.0
2016-12-12,119.22,119.24,117.65,117.77,17805527.0,0.0,1.0,119.22,119.24,117.65,117.77,17805527.0
2016-12-13,117.86,121.52,117.61,120.31,29768028.0,0.0,1.0,117.86,121.52,117.61,120.31,29768028.0
2016-12-14,120.0,121.69,118.85,120.21,25913095.0,0.0,1.0,120.0,121.69,118.85,120.21,25913095.0
2016-12-15,120.08,122.5,119.63,120.57,20139568.0,0.0,1.0,120.08,122.5,119.63,120.57,20139568.0
2016-12-16,120.9,121.5,119.27,119.87,25324299.0,0.0,1.0,120.9,121.5,119.27,119.87,25324299.0
2016-12-19,119.85,120.36,118.51,119.24,15918146.0,0.0,1.0,119.85,120.36,118.51,119.24,15918146.0
2016-12-20,119.5,119.77,118.8,119.09,13684402.0,0.0,1.0,119.5,119.77,118.8,119.09,13684402.0
2016-12-21,118.92,119.2,118.48,119.04,10767646.0,0.0,1.0,118.92,119.2,118.48,119.04,10767646.0
2016-12-22,118.86,118.99,116.93,117.4,16258587.0,0.0,1.0,118.86,118.99,116.93,117.4,16258587.0
2016-12-23,117.0,117.56,116.3,117.27,10889985.0,0.0,1.0,117.0,117.56,116.3,117.27,10889985.0
2016-12-27,116.96,118.68,116.864,118.01,12051481.0,0.0,1.0,116.96,118.68,116.864,118.01,12051481.0
2016-12-28,118.19,118.25,116.65,116.92,12087377.0,0.0,1.0,118.19,118.25,116.65,116.92,12087377.0
2016-12-29,117.0,117.531,116.06,116.35,9934873.0,0.0,1.0,117.0,117.531,116.06,116.35,9934873.0
2016-12-30,116.595,116.83,114.7739,115.05,18684106.0,0.0,1.0,116.595,116.83,114.7739,115.05,18684106.0
2017-01-03,116.03,117.84,115.51,116.86,20663912.0,0.0,1.0,116.03,117.84,115.51,116.86,20663912.0
2017-01-04,117.55,119.66,117.29,118.69,19630932.0,0.0,1.0,117.55,119.66,117.29,118.69,19630932.0
2017-01-05,118.86,120.95,118.3209,120.67,19492150.0,0.0,1.0,118.86,120.95,118.3209,120.67,19492150.0
2017-01-06,120.98,123.88,120.03,123.41,28545263.0,0.0,1.0,120.98,123.88,120.03,123.41,28545263.0
2017-01-09,123.55,125.43,123.04,124.9,22880360.0,0.0,1.0,123.55,125.43,123.04,124.9,22880360.0
2017-01-10,124.82,125.5,124.28,124.35,17324590.0,0.0,1.0,124.82,125.5,124.28,124.35,17324590.0
2017-01-11,124.35,126.12,124.06,126.09,18356523.0,0.0,1.0,124.35,126.12,124.06,126.09,18356523.0
2017-01-12,125.61,126.73,124.8,126.62,18653914.0,0.0,1.0,125.61,126.73,124.8,126.62,18653914.0
2017-01-13,127.49,129.27,127.37,128.34,24884325.0,0.0,1.0,127.49,129.27,127.37,128.34,24884325.0
2017-01-17,128.04,128.34,127.4,127.87,15294460.0,0.0,1.0,128.04,128.34,127.4,127.87,15294460.0
2017-01-18,128.41,128.43,126.84,127.92,13145852.0,0.0,1.0,128.41,128.43,126.84,127.92,13145852.0
2017-01-19,128.23,128.35,127.45,127.55,12195465.0,0.0,1.0,128.23,128.35,127.45,127.55,12195465.0
2017-01-20,128.1,128.48,126.78,127.04,19097223.0,0.0,1.0,128.1,128.48,126.78,127.04,19097223.0
2017-01-23,127.31,129.25,126.95,128.93,16593563.0,0.0,1.0,127.31,129.25,126.95,128.93,16593563.0
2017-01-24,129.38,129.9,128.38,129.37,15162724.0,0.0,1.0,129.38,129.9,128.38,129.37,15162724.0
2017-01-25,130.0,131.74,129.77,131.48,18777314.0,0.0,1.0,130.0,131.74,129.77,131.48,18777314.0
2017-01-26,131.63,133.14,131.4401,132.78,20020141.0,0.0,1.0,131.63,133.14,131.4401,132.78,20020141.0
2017-01-27,132.68,132.95,131.08,132.18,19539514.0,0.0,1.0,132.68,132.95,131.08,132.18,19539514.0
2017-01-30,131.58,131.58,129.6,130.98,18956095.0,0.0,1.0,131.58,131.58,129.6,130.98,18956095.0
2017-01-31,130.17,130.66,129.5157,130.32,19790484.0,0.0,1.0,130.17,130.66,129.5157,130.32,19790484.0
2017-02-01,132.25,133.49,130.68,133.23,50139775.0,0.0,1.0,132.25,133.49,130.68,133.23,50139775.0
2017-02-02,133.22,135.49,130.4,130.84,54366447.0,0.0,1.0,133.22,135.49,130.4,130.84,54366447.0
2017-02-03,131.24,132.85,130.76,130.98,24804890.0,0.0,1.0,131.24,132.85,130.76,130.98,24804890.0
2017-02-06,130.98,132.06,130.3,132.06,17058494.0,0.0,1.0,130.98,132.06,130.3,132.06,17058494.0
2017-02-07,132.24,133.0,131.661,131.84,14596449.0,0.0,1.0,132.24,133.0,131.661,131.84,14596449.0
2017-02-08,132.6,134.44,132.44,134.2,22390556.0,0.0,1.0,132.6,134.44,132.44,134.2,22390556.0
2017-02-09,134.49,134.5,133.31,134.14,16470609.0,0.0,1.0,134.49,134.5,133.31,134.14,16470609.0
2017-02-10,134.1,134.94,133.68,134.19,15061939.0,0.0,1.0,134.1,134.94,133.68,134.19,15061939.0
2017-02-13,134.6975,134.6975,133.7,134.05,13526221.0,0.0,1.0,134.6975,134.6975,133.7,134.05,13526221.0
2017-02-14,134.1,134.23,132.55,133.85,14364877.0,0.0,1.0,134.1,134.23,132.55,133.85,14364877.0
2017-02-15,133.45,133.7,132.66,133.44,13226534.0,0.0,1.0,133.45,133.7,132.66,133.44,13226534.0
2017-02-16,133.07,133.87,133.022,133.84,12831092.0,0.0,1.0,133.07,133.87,133.022,133.84,12831092.0
2017-02-17,133.5,134.0912,133.17,133.53,12276490.0,0.0,1.0,133.5,134.0912,133.17,133.53,12276490.0
2017-02-21,133.5,133.91,132.9,133.72,14759109.0,0.0,1.0,133.5,133.91,132.9,133.72,14759109.0
2017-02-22,133.6,136.79,133.46,136.12,27360092.0,0.0,1.0,133.6,136.79,133.46,136.12,27360092.0
2017-02-23,135.89,136.12,134.33,135.36,18422549.0,0.0,1.0,135.89,136.12,134.33,135.36,18422549.0
2017-02-24,134.16,135.62,134.16,135.44,12625742.0,0.0,1.0,134.16,135.62,134.16,135.44,12625742.0
2017-02-27,135.26,137.1846,135.02,136.41,14306668.0,0.0,1.0,135.26,137.1846,135.02,136.41,14306668.0
2017-02-28,136.79,136.805,134.75,135.54,16112092.0,0.0,1.0,136.79,136.805,134.75,135.54,16112092.0
2017-03-01,136.47,137.48,136.3,137.42,16257010.0,0.0,1.0,136.47,137.48,136.3,137.42,16257010.0
2017-03-02,137.09,137.82,136.31,136.76,12294804.0,0.0,1.0,137.09,137.82,136.31,136.76,12294804.0
2017-03-03,136.63,137.33,136.08,137.17,11160563.0,0.0,1.0,136.63,137.33,136.08,137.17,11160563.0
2017-03-06,136.88,137.83,136.51,137.42,12748179.0,0.0,1.0,136.88,137.83,136.51,137.42,12748179.0
2017-03-07,137.03,138.37,136.99,137.3,13527132.0,0.0,1.0,137.03,138.37,136.99,137.3,13527132.0
2017-03-08,137.15,137.99,137.0516,137.72,10184514.0,0.0,1.0,137.15,137.99,137.0516,137.72,10184514.0
2017-03-09,137.72,138.57,137.4,138.24,15535259.0,0.0,1.0,137.72,138.57,137.4,138.24,15535259.0
2017-03-10,138.91,139.49,138.22,138.79,16314113.0,0.0,1.0,138.91,139.49,138.22,138.79,16314113.0
2017-03-13,138.71,139.68,138.6729,139.6,10955450.0,0.0,1.0,138.71,139.68,138.6729,139.6,10955450.0
2017-03-14,139.46,139.46,138.52,139.32,12944018.0,0.0,1.0,139.46,139.46,138.52,139.32,12944018.0
2017-03-15,139.29,140.1,138.49,139.72,19344826.0,0.0,1.0,139.29,140.1,138.49,139.72,19344826.0
2017-03-16,140.2,140.25,139.73,139.99,13612942.0,0.0,1.0,140.2,140.25,139.73,139.99,13612942.0
2017-03-17,140.34,140.34,139.7,139.84,20592818.0,0.0,1.0,140.34,140.34,139.7,139.84,20592818.0
2017-03-20,139.71,140.19,139.25,139.94,12099471.0,0.0,1.0,139.71,140.19,139.25,139.94,12099471.0
2017-03-21,141.15,142.3082,138.4,138.51,29894784.0,0.0,1.0,141.15,142.3082,138.4,138.51,29894784.0
2017-03-22,137.93,139.79,137.6,139.59,17055449.0,0.0,1.0,137.93,139.79,137.6,139.59,17055449.0
2017-03-23,139.48,140.39,139.09,139.53,13022801.0,0.0,1.0,139.48,140.39,139.09,139.53,13022801.0
2017-03-24,140.08,141.0244,139.76,140.34,16664683.0,0.0,1.0,140.08,141.0244,139.76,140.34,16664683.0
2017-03-27,139.05,140.65,138.77,140.32,12800544.0,0.0,1.0,139.05,140.65,138.77,140.32,12800544.0
2017-03-28,140.36,141.95,140.01,141.76,14679436.0,0.0,1.0,140.36,141.95,140.01,141.76,14679436.0
2017-03-29,141.99,142.86,141.43,142.65,16527574.0,0.0,1.0,141.99,142.86,141.43,142.65,16527574.0
2017-03-30,142.4,142.95,141.85,142.41,12403997.0,0.0,1.0,142.4,142.95,141.85,142.41,12403997.0
2017-03-31,142.31,142.63,141.89,142.05,11478265.0,0.0,1.0,142.31,142.63,141.89,142.05,11478265.0
2017-04-03,141.93,142.47,140.82,142.28,13563960.0,0.0,1.0,141.93,142.47,140.82,142.28,13563960.0
2017-04-04,141.86,142.09,141.27,141.73,12948599.0,0.0,1.0,141.86,142.09,141.27,141.73,12948599.0
2017-04-05,142.26,143.44,141.29,141.85,17158059.0,0.0,1.0,142.26,143.44,141.29,141.85,17158059.0
2017-04-06,142.11,142.22,140.91,141.17,15103426.0,0.0,1.0,142.11,142.22,140.91,141.17,15103426.0
2017-04-07,141.2,141.55,140.24,140.78,11811439.0,0.0,1.0,141.2,141.55,140.24,140.78,11811439.0
2017-04-10,141.0,141.43,140.63,141.04,9039366.0,0.0,1.0,141.0,141.43,140.63,141.04,9039366.0
2017-04-11,140.8,141.0299,138.81,139.92,16638087.0,0.0,1.0,140.8,141.0299,138.81,139.92,16638087.0
2017-04-12,139.72,140.4,139.44,139.58,11612456.0,0.0,1.0,139.72,140.4,139.44,139.58,11612456.0
2017-04-13,139.62,140.58,139.33,139.39,10965614.0,0.0,1.0,139.62,140.58,139.33,139.39,10965614.0
2017-04-17,139.76,141.55,139.75,141.42,11519663.0,0.0,1.0,139.76,141.55,139.75,141.42,11519663.0
2017-04-18,141.27,141.905,140.61,140.96,14807472.0,0.0,1.0,141.27,141.905,140.61,140.96,14807472.0
2017-04-19,141.35,143.04,141.27,142.27,15563945.0,0.0,1.0,141.35,143.04,141.27,142.27,15563945.0
2017-04-20,142.95,144.25,142.689,143.8,15968164.0,0.0,1.0,142.95,144.25,142.689,143.8,15968164.0
2017-04-21,143.9,144.17,142.27,143.68,12382002.0,0.0,1.0,143.9,144.17,142.27,143.68,12382002.0
2017-04-24,144.96,145.6738,144.34,145.47,14397448.0,0.0,1.0,144.96,145.6738,144.34,145.47,14397448.0
2017-04-25,145.79,147.15,145.7898,146.49,17684833.0,0.0,1.0,145.79,147.15,145.7898,146.49,17684833.0
2017-04-26,147.09,147.59,146.09,146.56,11324335.0,0.0,1.0,147.09,147.59,146.09,146.56,11324335.0
2017-04-27,146.67,147.75,146.14,147.7,10561420.0,0.0,1.0,146.67,147.75,146.14,147.7,10561420.0
2017-04-28,149.5,151.53,149.07,150.25,30280373.0,0.0,1.0,149.5,151.53,149.07,150.25,30280373.0
2017-05-01,151.74,152.57,151.42,152.46,24669159.0,0.0,1.0,151.74,152.57,151.42,152.46,24669159.0
2017-05-02,153.34,153.44,151.66,152.78,21255365.0,0.0,1.0,153.34,153.44,151.66,152.78,21255365.0
2017-05-03,153.6,153.6,151.34,151.8,21755088.0,0.0,1.0,153.6,153.6,151.34,151.8,21755088.0
2017-05-04,150.17,151.52,148.72,150.85,36060301.0,0.0,1.0,150.17,151.52,148.72,150.85,36060301.0
2017-05-05,151.45,151.63,149.79,150.24,17051519.0,0.0,1.0,151.45,151.63,149.79,150.24,17051519.0
2017-05-08,150.71,151.08,149.74,151.06,15662472.0,0.0,1.0,150.71,151.08,149.74,151.06,15662472.0
2017-05-09,151.49,152.59,150.21,150.48,17325999.0,0.0,1.0,151.49,152.59,150.21,150.48,17325999.0
2017-05-10,150.23,150.52,148.86,150.29,11653395.0,0.0,1.0,150.23,150.52,148.86,150.29,11653395.0
2017-05-11,150.31,150.65,149.41,150.04,11623865.0,0.0,1.0,150.31,150.65,149.41,150.04,11623865.0
2017-05-12,150.4,150.46,149.63,150.33,9497040.0,0.0,1.0,150.4,150.46,149.63,150.33,9497040.0
2017-05-15,150.17,151.48,149.77,150.19,14909882.0,0.0,1.0,150.17,151.48,149.77,150.19,14909882.0
2017-05-16,150.11,150.21,149.03,149.78,14420715.0,0.0,1.0,150.11,150.21,149.03,149.78,14420715.0
2017-05-17,148.0,148.67,144.4216,144.85,27908167.0,0.0,1.0,148.0,148.67,144.4216,144.85,27908167.0
2017-05-18,144.72,148.15,144.51,147.66,21784326.0,0.0,1.0,144.72,148.15,144.51,147.66,21784326.0
2017-05-19,148.445,149.39,147.96,148.06,16101229.0,0.0,1.0,148.445,149.39,147.96,148.06,16101229.0
2017-05-22,148.08,148.59,147.69,148.24,12379481.0,0.0,1.0,148.08,148.59,147.69,148.24,12379481.0
2017-05-23,148.52,148.81,147.25,148.07,12665886.0,0.0,1.0,148.52,148.81,147.25,148.07,12665886.0
2017-05-24,148.51,150.23,148.42,150.04,17769670.0,0.0,1.0,148.51,150.23,148.42,150.04,17769670.0
2017-05-25,150.3,152.59,149.95,151.96,19780399.0,0.0,1.0,150.3,152.59,149.95,151.96,19780399.0
2017-05-26,152.23,152.25,151.15,152.13,14907827.0,0.0,1.0,152.23,152.25,151.15,152.13,14907827.0
2017-05-30,151.97,152.9,151.64,152.38,13145329.0,0.0,1.0,151.97,152.9,151.64,152.38,13145329.0
2017-05-31,152.7,153.35,151.09,151.46,17709427.0,0.0,1.0,152.7,153.35,151.09,151.46,17709427.0
2017-06-01,151.75,152.29,150.3,151.53,14459173.0,0.0,1.0,151.75,152.29,150.3,151.53,14459173.0
2017-06-02,151.85,153.63,151.3,153.61,16787255.0,0.0,1.0,151.85,153.63,151.3,153.61,16787255.0
2017-06-05,153.64,154.7088,153.41,153.63,12279871.0,0.0,1.0,153.64,154.7088,153.41,153.63,12279871.0
2017-06-06,153.41,154.52,152.48,152.81,13291727.0,0.0,1.0,153.41,154.52,152.48,152.81,13291727.0
2017-06-07,153.27,153.75,152.34,153.12,11822136.0,0.0,1.0,153.27,153.75,152.34,153.12,11822136.0
2017-06-08,154.08,154.73,153.1,154.71,17539521.0,0.0,1.0,154.08,154.73,153.1,154.71,17539521.0
2017-06-09,154.77,155.59,146.61,149.63,35256368.0,0.0,1.0,154.77,155.59,146.61,149.63,35256368.0
2017-06-12,148.17,149.195,144.56,148.44,33238543.0,0.0,1.0,148.17,149.195,144.56,148.44,33238543.0
2017-06-13,150.15,151.18,148.9,150.68,20316202.0,0.0,1.0,150.15,151.18,148.9,150.68,20316202.0
2017-06-14,151.26,152.4,149.05,150.25,20552981.0,0.0,1.0,151.26,152.4,149.05,150.25,20552981.0
2017-06-15,147.67,150.0366,146.3747,149.8,18877305.0,0.0,1.0,147.67,150.0366,146.3747,149.8,18877305.0
2017-06-16,149.59,150.83,148.6,150.64,22169800.0,0.0,1.0,149.59,150.83,148.6,150.64,22169800.0
2017-06-19,151.71,153.57,151.71,152.87,18678807.0,0.0,1.0,151.71,153.57,151.71,152.87,18678807.0
2017-06-20,152.88,153.84,152.21,152.25,14557895.0,0.0,1.0,152.88,153.84,152.21,152.25,14557895.0
2017-06-21,152.36,154.08,151.88,153.91,14760242.0,0.0,1.0,152.36,154.08,151.88,153.91,14760242.0
2017-06-22,153.01,154.55,152.91,153.4,12783958.0,0.0,1.0,153.01,154.55,152.91,153.4,12783958.0
2017-06-23,152.72,155.2,152.65,155.07,16192249.0,0.0,1.0,152.72,155.2,152.65,155.07,16192249.0
2017-06-26,156.25,156.5,153.1954,153.59,17934289.0,0.0,1.0,156.25,156.5,153.1954,153.59,17934289.0
2017-06-27,152.84,153.31,150.39,150.58,19274022.0,0.0,1.0,152.84,153.31,150.39,150.58,19274022.0
2017-06-28,150.92,153.47,149.86,153.24,16621566.0,0.0,1.0,150.92,153.47,149.86,153.24,16621566.0
2017-06-29,152.28,152.5,148.9175,151.04,23771610.0,0.0,1.0,152.28,152.5,148.9175,151.04,23771610.0
2017-06-30,151.9,151.92,150.06,150.98,14540013.0,0.0,1.0,151.9,151.92,150.06,150.98,14540013.0
2017-07-03,151.72,152.15,147.8,148.43,13860113.0,0.0,1.0,151.72,152.15,147.8,148.43,13860113.0
2017-07-05,149.0,150.85,148.13,150.34,14037692.0,0.0,1.0,149.0,150.85,148.13,150.34,14037692.0
2017-07-06,149.03,150.04,148.0,148.82,14788811.0,0.0,1.0,149.03,150.04,148.0,148.82,14788811.0
2017-07-07,149.25,151.99,149.19,151.44,13229352.0,0.0,1.0,149.25,151.99,149.19,151.44,13229352.0
2017-07-10,151.69,153.98,151.51,153.5,13296447.0,0.0,1.0,151.69,153.98,151.51,153.5,13296447.0
2017-07-11,153.37,155.4225,152.91,155.27,13208251.0,0.0,1.0,153.37,155.4225,152.91,155.27,13208251.0
2017-07-12,156.49,159.16,156.2,158.9,22483868.0,0.0,1.0,156.49,159.16,156.2,158.9,22483868.0
2017-07-13,158.74,159.78,158.4227,159.26,13839891.0,0.0,1.0,158.74,159.78,158.4227,159.26,13839891.0
2017-07-14,160.13,160.32,159.3254,159.97,16172560.0,0.0,1.0,160.13,160.32,159.3254,159.97,16172560.0
2017-07-17,160.25,160.78,158.81,159.73,12567935.0,0.0,1.0,160.25,160.78,158.81,159.73,12567935.0
2017-07-18,159.66,163.73,159.42,162.86,23621711.0,0.0,1.0,159.66,163.73,159.42,162.86,23621711.0
2017-07-19,163.59,165.7,163.17,164.14,25915988.0,0.0,1.0,163.59,165.7,163.17,164.14,25915988.0
2017-07-20,164.8,165.0,162.81,164.53,18293111.0,0.0,1.0,164.8,165.0,162.81,164.53,18293111.0
2017-07-21,164.16,165.05,163.75,164.43,14494667.0,0.0,1.0,164.16,165.05,163.75,164.43,14494667.0
2017-07-24,164.64,166.17,164.31,166.0,16595460.0,0.0,1.0,164.64,166.17,164.31,166.0,16595460.0
2017-07-25,165.01,165.54,163.8619,165.28,15164613.0,0.0,1.0,165.01,165.54,163.8619,165.28,15164613.0
2017-07-26,166.01,166.01,164.1,165.61,24081060.0,0.0,1.0,166.01,166.01,164.1,165.61,24081060.0
2017-07-27,174.7,175.49,167.5,170.44,68065163.0,0.0,1.0,174.7,175.49,167.5,170.44,68065163.0
2017-07-28,169.07,173.43,169.05,172.45,24036502.0,0.0,1.0,169.07,173.43,169.05,172.45,24036502.0
2017-07-31,172.0,172.72,168.55,169.25,25157896.0,0.0,1.0,172.0,172.72,168.55,169.25,25157896.0
2017-08-01,169.82,170.47,169.05,169.86,14051379.0,0.0,1.0,169.82,170.47,169.05,169.86,14051379.0
2017-08-02,170.3,170.55,166.91,169.25,17061845.0,0.0,1.0,170.3,170.55,166.91,169.25,17061845.0
2017-08-03,169.3,169.7,168.25,168.59,10316246.0,0.0,1.0,169.3,169.7,168.25,168.59,10316246.0
2017-08-04,168.97,170.06,168.69,169.62,10360774.0,0.0,1.0,168.97,170.06,168.69,169.62,10360774.0
2017-08-07,169.95,172.06,169.66,171.98,12504157.0,0.0,1.0,169.95,172.06,169.66,171.98,12504157.0
2017-08-08,171.88,173.05,170.62,171.23,13813683.0,0.0,1.0,171.88,173.05,170.62,171.23,13813683.0
2017-08-09,169.98,171.45,169.56,171.18,10597084.0,0.0,1.0,169.98,171.45,169.56,171.18,10597084.0
2017-08-10,170.06,170.59,166.85,167.4,20353485.0,0.0,1.0,170.06,170.59,166.85,167.4,20353485.0
2017-08-11,167.95,168.82,166.85,168.08,13664032.0,0.0,1.0,167.95,168.82,166.85,168.08,13664032.0
2017-08-14,170.09,171.08,169.29,170.75,12786286.0,0.0,1.0,170.09,171.08,169.29,170.75,12786286.0
2017-08-15,171.49,171.5,170.01,171.0,8621787.0,0.0,1.0,171.49,171.5,170.01,171.0,8621787.0
2017-08-16,171.25,171.38,169.24,170.0,15580549.0,0.0,1.0,171.25,171.38,169.24,170.0,15580549.0
2017-08-17,169.34,169.86,166.85,166.91,16791591.0,0.0,1.0,169.34,169.86,166.85,166.91,16791591.0
2017-08-18,166.84,168.67,166.21,167.41,14933261.0,0.0,1.0,166.84,168.67,166.21,167.41,14933261.0
2017-08-21,167.16,168.0,165.82,167.78,11880823.0,0.0,1.0,167.16,168.0,165.82,167.78,11880823.0
2017-08-22,168.28,169.87,167.15,169.64,11333260.0,0.0,1.0,168.28,169.87,167.15,169.64,11333260.0
2017-08-23,168.84,169.36,168.2,168.71,9756817.0,0.0,1.0,168.84,169.36,168.2,168.71,9756817.0
2017-08-24,168.88,169.29,166.41,167.74,13552865.0,0.0,1.0,168.88,169.29,166.41,167.74,13552865.0
2017-08-25,167.86,168.38,166.18,166.32,12391910.0,0.0,1.0,167.86,168.38,166.18,166.32,12391910.0
2017-08-28,166.91,167.7,166.33,167.24,8360380.0,0.0,1.0,166.91,167.7,166.33,167.24,8360380.0
2017-08-29,165.25,168.425,165.0,168.05,10992617.0,0.0,1.0,165.25,168.425,165.0,168.05,10992617.0
2017-08-30,168.17,170.18,167.63,169.92,10850005.0,0.0,1.0,168.17,170.18,167.63,169.92,10850005.0
2017-08-31,170.4,172.145,170.06,172.0,16873901.0,0.0,1.0,170.4,172.145,170.06,172.0,16873901.0
2017-09-01,172.4,172.915,171.31,172.02,11614185.0,0.0,1.0,172.4,172.915,171.31,172.02,11614185.0
2017-09-05,171.27,172.3875,169.55,170.72,13175866.0,0.0,1.0,171.27,172.3875,169.55,170.72,13175866.0
2017-09-06,170.91,172.48,169.57,172.09,13659317.0,0.0,1.0,170.91,172.48,169.57,172.09,13659317.0
2017-09-07,171.94,173.3067,170.27,173.21,17922494.0,0.0,1.0,171.94,173.3067,170.27,173.21,17922494.0
2017-09-08,173.09,173.49,170.8,170.95,10936358.0,0.0,1.0,173.09,173.49,170.8,170.95,10936358.0
2017-09-11,172.4,173.89,172.2,173.51,12183568.0,0.0,1.0,172.4,173.89,172.2,173.51,12183568.0
2017-09-12,173.76,174.0,171.75,172.96,11051768.0,0.0,1.0,173.76,174.0,171.75,172.96,11051768.0
2017-09-13,173.01,173.17,172.06,173.05,8908633.0,0.0,1.0,173.01,173.17,172.06,173.05,8908633.0
2017-09-14,172.26,172.28,170.5,170.96,15496424.0,0.0,1.0,172.26,172.28,170.5,170.96,15496424.0
2017-09-15,170.88,172.34,170.26,171.58,15468473.0,0.0,1.0,170.88,172.34,170.26,171.58,15468473.0
2017-09-18,171.99,172.07,169.34,170.01,12785437.0,0.0,1.0,171.99,172.07,169.34,170.01,12785437.0
2017-09-19,170.62,172.56,170.36,172.52,12911661.0,0.0,1.0,170.62,172.56,170.36,172.52,12911661.0
2017-09-20,172.5,173.05,170.7,172.17,11899057.0,0.0,1.0,172.5,173.05,170.7,172.17,11899057.0
2017-09-21,171.69,172.27,170.01,171.11,11054545.0,0.0,1.0,171.69,172.27,170.01,171.11,11054545.0
2017-09-22,170.21,171.73,169.22,170.54,11835708.0,0.0,1.0,170.21,171.73,169.22,170.54,11835708.0
2017-09-25,169.24,169.3,161.56,162.87,40538994.0,0.0,1.0,169.24,169.3,161.56,162.87,40538994.0
2017-09-26,164.5,165.5,162.78,164.21,22866403.0,0.0,1.0,164.5,165.5,162.78,164.21,22866403.0
2017-09-27,165.9,168.34,165.57,167.68,18963276.0,0.0,1.0,165.9,168.34,165.57,167.68,18963276.0
2017-09-28,167.94,169.0696,167.16,168.73,12084865.0,0.0,1.0,167.94,169.0696,167.16,168.73,12084865.0
2017-09-29,168.83,171.66,168.81,170.81,15114619.0,0.0,1.0,168.83,171.66,168.81,170.81,15114619.0
2017-10-02,171.39,171.87,168.75,169.47,13104304.0,0.0,1.0,171.39,171.87,168.75,169.47,13104304.0
2017-10-03,169.3,170.73,169.2,169.96,8054219.0,0.0,1.0,169.3,170.73,169.2,169.96,8054219.0
2017-10-04,169.83,170.67,168.29,168.42,11829323.0,0.0,1.0,169.83,170.67,168.29,168.42,11829323.0
2017-10-05,169.18,171.31,168.6,171.24,14013869.0,0.0,1.0,169.18,171.31,168.6,171.24,14013869.0
2017-10-06,170.25,172.37,169.75,172.23,12670089.0,0.0,1.0,170.25,172.37,169.75,172.23,12670089.0
2017-10-09,172.7,174.88,172.0,172.5,14472612.0,0.0,1.0,172.7,174.88,172.0,172.5,14472612.0
2017-10-10,173.0,173.2,170.8,171.59,11231234.0,0.0,1.0,173.0,173.2,170.8,171.59,11231234.0
2017-10-11,171.95,172.78,171.4,172.74,11023310.0,0.0,1.0,171.95,172.78,171.4,172.74,11023310.0
2017-10-12,172.61,173.85,172.29,172.55,10312488.0,0.0,1.0,172.61,173.85,172.29,172.55,10312488.0
2017-10-13,173.45,174.65,173.2,173.74,13305724.0,0.0,1.0,173.45,174.65,173.2,173.74,13305724.0
2017-10-16,174.49,175.0,174.06,174.52,11225293.0,0.0,1.0,174.49,175.0,174.06,174.52,11225293.0
2017-10-17,174.71,176.13,174.36,176.11,15381990.0,0.0,1.0,174.71,176.13,174.36,176.11,15381990.0
2017-10-18,176.65,176.74,175.75,176.03,12655492.0,0.0,1.0,176.65,176.74,175.75,176.03,12655492.0
2017-10-19,174.93,176.03,172.63,174.56,13602869.0,0.0,1.0,174.93,176.03,172.63,174.56,13602869.0
2017-10-20,175.5,175.88,174.63,174.98,11861307.0,0.0,1.0,175.5,175.88,174.63,174.98,11861307.0
2017-10-23,175.2,175.34,171.25,171.27,13622072.0,0.0,1.0,175.2,175.34,171.25,171.27,13622072.0
2017-10-24,172.3,173.24,171.5,171.8,11629341.0,0.0,1.0,172.3,173.24,171.5,171.8,11629341.0
2017-10-25,171.9,172.25,168.89,170.6,15095603.0,0.0,1.0,171.9,172.25,168.89,170.6,15095603.0
2017-10-26,171.38,172.285,170.39,170.63,10932929.0,0.0,1.0,171.38,172.285,170.39,170.63,10932929.0
2017-10-27,174.15,178.21,173.9,177.88,29867490.0,0.0,1.0,174.15,178.21,173.9,177.88,29867490.0
2017-10-30,179.26,180.69,177.61,179.87,24179258.0,0.0,1.0,179.26,180.69,177.61,179.87,24179258.0
2017-10-31,180.57,180.8,178.94,180.06,19766043.0,0.0,1.0,180.57,180.8,178.94,180.06,19766043.0
2017-11-01,182.36,182.9,180.57,182.66,28922959.0,0.0,1.0,182.36,182.9,180.57,182.66,28922959.0
2017-11-02,180.63,181.94,177.34,178.92,35119841.0,0.0,1.0,180.63,181.94,177.34,178.92,35119841.0
2017-11-03,179.29,179.86,176.71,178.92,17572587.0,0.0,1.0,179.29,179.86,176.71,178.92,17572587.0
